example_id,message,normalized_message,language,injured,trapped,fire,medical_emergency,people_affected,urgency,priority_label,priority_evidence_spans,temporal_status,perspective,severity_factors,missing_information_flags,needs_review,provenance,author_id,event_id,scenario_id,source_id,collection_session_id,paraphrase_group_id,template_family_id,annotator_id,second_reviewer_id,adjudication_status,review_reason,split,minimal_pair_id,minimal_pair_role,minimal_pair_changed_fact
PV4_04137,We are calling about outside the clinic; someone is down near the old bridge. It was near sunset in the second block; the message is being relayed. Please send assistance.,we are calling about outside the clinic; someone is down near the old bridge. it was near sunset in the second block; the message is being relayed. please send assistance.,en,0,0,0,1,1,5,MEDIUM,"[""someone is down near the old bridge""]",current,household,[],"[""condition"", ""time""]",true,synthetic_proposed,author_063,event_01034,scenario_04137,synthetic_source_a,session_19,group_04137,family_medical_06,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04138,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was after dark in the second block; the message is being relayed.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was after dark in the second block; the message is being relayed.,en,0,1,0,0,3,1,LOW,"[""the incident ended and everyone is safe""]",resolved,household,"[""entrapment context""]",[],false,synthetic_proposed,author_064,event_01034,scenario_04138,synthetic_source_a,session_20,group_04138,family_storm_07,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04139,The local channel says the local channel reports a fire downtown at by the river. It was at shift change in the second block; the message is being relayed.,the local channel says the local channel reports a fire downtown at by the river. it was at shift change in the second block; the message is being relayed.,en,0,0,0,0,17,2,LOW,"[""the local channel reports a fire downtown""]",current,news_report,[],[],false,synthetic_proposed,author_065,event_01034,scenario_04139,synthetic_source_a,session_21,group_04139,family_missing_08,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04140,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the second block; the message is being relayed. Please send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the second block; the message is being relayed. please send assistance.,en,0,1,0,0,4,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,third_party_local,"[""entrapment context""]",[],true,synthetic_proposed,author_066,event_01035,scenario_04140,synthetic_source_a,session_22,group_04140,family_crowd_09,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04141,Can someone respond to in our neighborhood? We have one person has severe bleeding and is becoming weak. It was during school hours in the second block; the message is being relayed. I do not know what to do.,can someone respond to in our neighborhood? we have one person has severe bleeding and is becoming weak. it was during school hours in the second block; the message is being relayed. i do not know what to do.,en,1,0,1,1,15,5,CRITICAL,"[""one person has severe bleeding and is becoming weak""]",current,third_party_local,"[""immediate threat"", ""severe injury""]",[],true,synthetic_proposed,author_067,event_01035,scenario_04141,synthetic_source_a,session_23,group_04141,family_fire_10,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04142,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the second block; the message is being relayed. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the second block; the message is being relayed. please send assistance.,en,0,0,0,0,8,4,HIGH,"[""water is rising around homes and people can still reach the road""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_068,event_01035,scenario_04142,synthetic_source_a,session_24,group_04142,family_storm_11,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04143,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the second block; the message is being relayed. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the second block; the message is being relayed. i do not know what to do.,en,0,0,0,0,8,2,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_069,event_01035,scenario_04143,synthetic_source_a,session_25,group_04143,family_missing_12,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04144,"Please record this location, outside the clinic, and this fact: someone is down near the old bridge. It was during the road closure in the second block; the message is being relayed. Please advise when you can.","please record this location, outside the clinic, and this fact: someone is down near the old bridge. it was during the road closure in the second block; the message is being relayed. please advise when you can.",en,0,0,0,0,17,3,HIGH,"[""someone is down near the old bridge""]",current,household,[],"[""condition"", ""time""]",true,synthetic_proposed,author_070,event_01036,scenario_04144,synthetic_source_a,session_26,group_04144,family_crowd_13,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04145,"Our group is at in our neighborhood, where we need a ride out. It was while we waited in the second block; the message is being relayed. No one here can handle it alone.","our group is at in our neighborhood, where we need a ride out. it was while we waited in the second block; the message is being relayed. no one here can handle it alone.",en,0,0,0,0,8,1,MEDIUM,"[""we need a ride out""]",current,household,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_071,event_01036,scenario_04145,synthetic_source_a,session_27,group_04145,family_utility_14,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04146,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the outer road; the route remains open. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the outer road; the route remains open. can anyone check this?,en,0,1,0,0,15,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,first_person,"[""entrapment context""]",[],true,synthetic_proposed,author_072,event_01036,scenario_04146,synthetic_source_a,session_28,group_04146,family_flood_15,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04147,Please note that the homes are unsafe and families need to leave before the storm worsens at near the station. It was after the warning in the outer road; our phones are unreliable. We need responders.,please note that the homes are unsafe and families need to leave before the storm worsens at near the station. it was after the warning in the outer road; our phones are unreliable. we need responders.,en,0,0,1,0,17,2,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,third_party_local,"[""worsening condition""]",[],false,synthetic_proposed,author_073,event_01036,scenario_04147,synthetic_source_a,session_00,group_04147,family_fire_16,,,unreviewed,synthetic data; not human verified,test,,,
PV4_04148,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the outer road; our phones are unreliable. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the outer road; our phones are unreliable. can anyone check this?,en,0,1,0,0,11,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,third_party_local,"[""entrapment context""]",[],true,synthetic_proposed,author_074,event_01037,scenario_04148,synthetic_source_a,session_01,group_04148,family_crowd_00,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04149,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the outer road; the road is narrow. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the outer road; the road is narrow. please advise when you can.",en,0,0,0,0,7,4,HIGH,"[""water is rising around homes and people can still reach the road""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_075,event_01037,scenario_04149,synthetic_source_a,session_02,group_04149,family_water_01,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04150,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the outer road; the building is occupied. Please send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the outer road; the building is occupied. please send assistance.,en,0,1,0,1,14,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,household,"[""entrapment context""]",[],true,synthetic_proposed,author_076,event_01037,scenario_04150,synthetic_source_a,session_03,group_04150,family_medical_02,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04151,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was during the morning in the outer road; the weather is changing.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was during the morning in the outer road; the weather is changing.",en,0,1,0,0,3,2,LOW,"[""the exercise asks us to imagine a rescue""]",future,first_person,"[""entrapment context""]",[],false,synthetic_proposed,author_077,event_01037,scenario_04151,synthetic_source_a,session_04,group_04151,family_water_03,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04152,Can someone respond to in our neighborhood? We have we need a ride out. It was during school hours in the outer road; the weather is changing. I do not know what to do.,can someone respond to in our neighborhood? we have we need a ride out. it was during school hours in the outer road; the weather is changing. i do not know what to do.,en,0,0,0,0,15,5,MEDIUM,"[""we need a ride out""]",current,household,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_078,event_01038,scenario_04152,synthetic_source_a,session_05,group_04152,family_utility_04,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_04153,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was as the wind increased in the outer road; the weather is changing.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was as the wind increased in the outer road; the weather is changing.",en,0,1,0,1,16,2,LOW,"[""the exercise asks us to imagine a rescue""]",future,first_person,"[""entrapment context""]",[],false,synthetic_proposed,author_079,event_01038,scenario_04153,synthetic_source_a,session_06,group_04153,family_medical_05,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04154,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the outer road; we have limited supplies. Please send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the outer road; we have limited supplies. please send assistance.,en,0,1,0,0,12,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,first_person,"[""entrapment context""]",[],true,synthetic_proposed,author_080,event_01038,scenario_04154,synthetic_source_a,session_07,group_04154,family_flood_06,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_04155,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the outer road; we have limited supplies. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the outer road; we have limited supplies. please send assistance.,en,0,0,0,0,13,2,HIGH,"[""water is rising around homes and people can still reach the road""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_081,event_01038,scenario_04155,synthetic_source_a,session_08,group_04155,family_water_07,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04156,The situation at near the station is a person is trapped inside and smoke is filling the room. It was in the afternoon in the outer road; the report is incomplete. No one here can handle it alone.,the situation at near the station is a person is trapped inside and smoke is filling the room. it was in the afternoon in the outer road; the report is incomplete. no one here can handle it alone.,en,0,1,1,0,14,4,CRITICAL,"[""a person is trapped inside and smoke is filling the room""]",current,third_party_local,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_082,event_01039,scenario_04156,synthetic_source_a,session_09,group_04156,family_missing_08,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04157,We are calling about outside the clinic; one person has a small injury and can walk. It was near sunset in the outer road; the report is incomplete. Please send assistance.,we are calling about outside the clinic; one person has a small injury and can walk. it was near sunset in the outer road; the report is incomplete. please send assistance.,en,1,0,0,0,5,1,HIGH,"[""one person has a small injury and can walk""]",current,third_party_local,"[""minor injury""]",[],false,synthetic_proposed,author_083,event_01039,scenario_04157,synthetic_source_a,session_10,group_04157,family_crowd_09,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04158,"At in our neighborhood, the message is simple: one person has severe bleeding and is becoming weak. It was this evening in the outer road; the report is incomplete. We need responders.","at in our neighborhood, the message is simple: one person has severe bleeding and is becoming weak. it was this evening in the outer road; the report is incomplete. we need responders.",en,1,0,0,1,10,4,CRITICAL,"[""one person has severe bleeding and is becoming weak""]",current,first_person,"[""immediate threat"", ""severe injury""]",[],true,synthetic_proposed,author_084,event_01039,scenario_04158,synthetic_source_a,session_11,group_04158,family_utility_10,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04159,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was after dark in the outer road; the report is incomplete.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was after dark in the outer road; the report is incomplete.,en,0,0,1,0,8,4,LOW,"[""the fire was contained and no one needs help""]",resolved,first_person,[],[],false,synthetic_proposed,author_085,event_01039,scenario_04159,synthetic_source_a,session_12,group_04159,family_flood_11,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04160,A resident near behind the school says smoke is near several homes but residents have a clear way out. It was overnight in the outer road; the report is incomplete. I do not know what to do.,a resident near behind the school says smoke is near several homes but residents have a clear way out. it was overnight in the outer road; the report is incomplete. i do not know what to do.,en,0,0,1,0,7,2,HIGH,"[""smoke is near several homes but residents have a clear way out""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_086,event_01040,scenario_04160,synthetic_source_a,session_13,group_04160,family_fire_12,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04161,"Our group is at by the river, where water is rising and we cannot get out of the upper floor. It was at shift change in the outer road; the report is incomplete. No one here can handle it alone.","our group is at by the river, where water is rising and we cannot get out of the upper floor. it was at shift change in the outer road; the report is incomplete. no one here can handle it alone.",en,0,1,0,0,5,3,CRITICAL,"[""water is rising and we cannot get out of the upper floor""]",current,first_person,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_087,event_01040,scenario_04161,synthetic_source_a,session_14,group_04161,family_collapse_13,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_04162,Please note that the homes are unsafe and families need to leave before the storm worsens at near the station. It was after the warning in the outer road; the report is incomplete. We need responders.,please note that the homes are unsafe and families need to leave before the storm worsens at near the station. it was after the warning in the outer road; the report is incomplete. we need responders.,en,0,0,0,0,12,4,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_088,event_01040,scenario_04162,synthetic_source_a,session_15,group_04162,family_road_14,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04163,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was near the market opening in the outer road; the report is incomplete.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was near the market opening in the outer road; the report is incomplete.,en,0,1,0,0,15,1,LOW,"[""the incident ended and everyone is safe""]",resolved,household,"[""entrapment context""]",[],false,synthetic_proposed,author_089,event_01040,scenario_04163,synthetic_source_a,session_16,group_04163,family_crowd_15,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04164,This happened before at behind the school: the storm last month damaged the roof. It was after the power returned in the outer road; the report is incomplete.,this happened before at behind the school: the storm last month damaged the roof. it was after the power returned in the outer road; the report is incomplete.,en,0,0,0,0,3,2,LOW,"[""the storm last month damaged the roof""]",historical,third_party_local,[],[],false,synthetic_proposed,author_090,event_01041,scenario_04164,synthetic_source_a,session_17,group_04164,family_utility_16,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_04165,A resident near near the station says a person is trapped inside and smoke is filling the room. It was after neighbors gathered in the outer road; the report is incomplete. I do not know what to do.,a resident near near the station says a person is trapped inside and smoke is filling the room. it was after neighbors gathered in the outer road; the report is incomplete. i do not know what to do.,en,0,1,1,0,17,5,CRITICAL,"[""a person is trapped inside and smoke is filling the room""]",current,first_person,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_091,event_01041,scenario_04165,synthetic_source_a,session_18,group_04165,family_collapse_00,,,unreviewed,synthetic data; not human verified,test,,,
PV4_04166,"Our group is at in our neighborhood, where one person has severe bleeding and is becoming weak. It was while we waited in the outer road; the report is incomplete. No one here can handle it alone.","our group is at in our neighborhood, where one person has severe bleeding and is becoming weak. it was while we waited in the outer road; the report is incomplete. no one here can handle it alone.",en,1,0,0,1,5,5,CRITICAL,"[""one person has severe bleeding and is becoming weak""]",current,first_person,"[""immediate threat"", ""severe injury""]",[],true,synthetic_proposed,author_092,event_01041,scenario_04166,synthetic_source_a,session_19,group_04166,family_road_01,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04167,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was before dawn in the outer road; the exit is visible.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was before dawn in the outer road; the exit is visible.,en,0,0,1,0,2,1,LOW,"[""the fire was contained and no one needs help""]",resolved,household,[],[],false,synthetic_proposed,author_093,event_01041,scenario_04167,synthetic_source_a,session_20,group_04167,family_water_02,,,unreviewed,synthetic data; not human verified,test,,,
PV4_04168,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was during the first watch in the outer road; the exit is visible.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was during the first watch in the outer road; the exit is visible.",en,0,1,0,0,3,2,LOW,"[""the exercise asks us to imagine a rescue""]",future,household,"[""entrapment context""]",[],false,synthetic_proposed,author_094,event_01042,scenario_04168,synthetic_source_a,session_21,group_04168,family_water_03,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04169,"From at the apartment block, I can report: a person is trapped but trained responders are already reaching them. It was after lunch in the outer road; the lower level is wet. Please advise when you can.","from at the apartment block, i can report: a person is trapped but trained responders are already reaching them. it was after lunch in the outer road; the lower level is wet. please advise when you can.",en,0,1,0,0,5,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,third_party_local,"[""entrapment context""]",[],true,synthetic_proposed,author_095,event_01042,scenario_04169,synthetic_source_a,session_22,group_04169,family_storm_04,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04170,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the outer road; the lower level is wet. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the outer road; the lower level is wet. please advise when you can.",en,0,0,0,0,9,2,HIGH,"[""water is rising around homes and people can still reach the road""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_096,event_01042,scenario_04170,synthetic_source_a,session_23,group_04170,family_flood_05,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04171,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the outer road; the upper floor is crowded. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the outer road; the upper floor is crowded. please send assistance.,en,0,0,0,1,11,1,HIGH,"[""water is rising around homes and people can still reach the road""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_000,event_01042,scenario_04171,synthetic_source_a,session_24,group_04171,family_medical_06,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04172,"From at the apartment block, I can report: a person is trapped but trained responders are already reaching them. It was after lunch in the outer road; the warning was repeated. Please advise when you can.","from at the apartment block, i can report: a person is trapped but trained responders are already reaching them. it was after lunch in the outer road; the warning was repeated. please advise when you can.",en,0,1,0,1,1,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,household,"[""entrapment context""]",[],true,synthetic_proposed,author_001,event_01043,scenario_04172,synthetic_source_a,session_25,group_04172,family_medical_07,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04173,pls note that the homes are unsafe and families need to leave before the storm worsens at near the station. It was after the warning in the outer road; the warning was repeated. We need responders.,pls note that the homes are unsafe and families need to leave before the storm worsens at near the station. it was after the warning in the outer road; the warning was repeated. we need responders.,en,0,0,1,0,14,4,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,third_party_local,"[""worsening condition""]",[],false,synthetic_proposed,author_002,event_01043,scenario_04173,synthetic_source_a,session_26,group_04173,family_fire_08,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04174,Our update from outside the clinic is that someone is down near the old bridge. It was while traffic was light in the outer road; the warning was repeated. Can anyone check this?,our update from outside the clinic is that someone is down near the old bridge. it was while traffic was light in the outer road; the warning was repeated. can anyone check this?,en,0,0,0,1,1,2,MEDIUM,"[""someone is down near the old bridge""]",current,household,[],"[""condition"", ""time""]",true,synthetic_proposed,author_003,event_01043,scenario_04174,synthetic_source_a,session_27,group_04174,family_medical_09,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04175,"From at the apartment block, I can report: a person is trapped but trained responders are already reaching them. It was after lunch in the outer road; the nearest safe area is marked. Please advise when you can.","from at the apartment block, i can report: a person is trapped but trained responders are already reaching them. it was after lunch in the outer road; the nearest safe area is marked. please advise when you can.",en,0,1,0,0,1,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,third_party_local,"[""entrapment context""]",[],true,synthetic_proposed,author_004,event_01043,scenario_04175,synthetic_source_a,session_28,group_04175,family_flood_10,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_04176,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the outer road; the nearest safe area is marked. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the outer road; the nearest safe area is marked. please advise when you can.",en,0,0,0,0,11,2,HIGH,"[""water is rising around homes and people can still reach the road""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_005,event_01044,scenario_04176,synthetic_source_a,session_00,group_04176,family_water_11,,,unreviewed,synthetic data; not human verified,test,,,
PV4_04177,"From at the apartment block, I can report: a person is trapped but trained responders are already reaching them. It was after lunch in the outer road; the condition is not confirmed. Please advise when you can.","from at the apartment block, i can report: a person is trapped but trained responders are already reaching them. it was after lunch in the outer road; the condition is not confirmed. please advise when you can.",en,0,1,0,0,7,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,household,"[""entrapment context""]",[],true,synthetic_proposed,author_006,event_01044,scenario_04177,synthetic_source_a,session_01,group_04177,family_crowd_12,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04178,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the outer road; the condition is not confirmed. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the outer road; the condition is not confirmed. please advise when you can.",en,0,0,0,0,12,2,HIGH,"[""water is rising around homes and people can still reach the road""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_007,event_01044,scenario_04178,synthetic_source_a,session_02,group_04178,family_storm_13,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04179,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the outer road; people are moving slowly. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the outer road; people are moving slowly. please send assistance.,en,0,0,0,0,6,1,HIGH,"[""water is rising around homes and people can still reach the road""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_008,event_01044,scenario_04179,synthetic_source_a,session_03,group_04179,family_water_14,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04180,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was before dawn in the outer road; the area is unfamiliar.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was before dawn in the outer road; the area is unfamiliar.,en,0,1,0,1,4,1,LOW,"[""the incident ended and everyone is safe""]",resolved,third_party_local,"[""entrapment context""]",[],false,synthetic_proposed,author_009,event_01045,scenario_04180,synthetic_source_a,session_04,group_04180,family_medical_15,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04181,This happened before at behind the school: the storm last month damaged the roof. It was early this morning in the outer road; the area is unfamiliar.,this happened before at behind the school: the storm last month damaged the roof. it was early this morning in the outer road; the area is unfamiliar.,en,0,0,0,0,4,2,LOW,"[""the storm last month damaged the roof""]",historical,first_person,[],[],false,synthetic_proposed,author_010,event_01045,scenario_04181,synthetic_source_a,session_05,group_04181,family_collapse_16,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04182,"pls record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the outer road; the area is unfamiliar. pls advise when you can.","pls record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the outer road; the area is unfamiliar. pls advise when you can.",en,0,0,0,1,15,2,HIGH,"[""water is rising around homes and people can still reach the road""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_011,event_01045,scenario_04182,synthetic_source_a,session_06,group_04182,family_medical_00,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04183,I am reporting this from at the apartment block: the road is blocked by branches but nobody is hurt. It was before the rain in the outer road; the area is unfamiliar. Please send assistance.,i am reporting this from at the apartment block: the road is blocked by branches but nobody is hurt. it was before the rain in the outer road; the area is unfamiliar. please send assistance.,en,0,0,0,0,8,2,HIGH,"[""the road is blocked by branches but nobody is hurt""]",current,first_person,[],[],false,synthetic_proposed,author_012,event_01045,scenario_04183,synthetic_source_a,session_07,group_04183,family_storm_01,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04184,Please note that the homes are unsafe and families need to leave before the storm worsens at near the station. It was after the warning in the outer road; the area is unfamiliar. We need responders.,please note that the homes are unsafe and families need to leave before the storm worsens at near the station. it was after the warning in the outer road; the area is unfamiliar. we need responders.,en,0,0,0,0,14,1,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_013,event_01046,scenario_04184,synthetic_source_a,session_08,group_04184,family_road_02,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04185,Our update from outside the clinic is that someone is down near the old bridge. It was while traffic was light in the outer road; the area is unfamiliar. Can anyone check this?,our update from outside the clinic is that someone is down near the old bridge. it was while traffic was light in the outer road; the area is unfamiliar. can anyone check this?,en,0,0,0,0,7,2,MEDIUM,"[""someone is down near the old bridge""]",current,household,[],"[""condition"", ""time""]",true,synthetic_proposed,author_014,event_01046,scenario_04185,synthetic_source_a,session_09,group_04185,family_water_03,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04186,The local channel says the local channel reports a fire downtown at by the river. It was while the tide came in in the outer road; the area is unfamiliar.,the local channel says the local channel reports a fire downtown at by the river. it was while the tide came in in the outer road; the area is unfamiliar.,en,0,0,0,0,14,2,LOW,"[""the local channel reports a fire downtown""]",current,news_report,[],[],false,synthetic_proposed,author_015,event_01046,scenario_04186,synthetic_source_a,session_10,group_04186,family_fire_04,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04187,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the outer road; the area is unfamiliar. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the outer road; the area is unfamiliar. can anyone check this?,en,0,1,0,1,4,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,first_person,"[""entrapment context""]",[],true,synthetic_proposed,author_016,event_01046,scenario_04187,synthetic_source_a,session_11,group_04187,family_medical_05,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04188,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the outer road; the gate is locked. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the outer road; the gate is locked. no one here can handle it alone.,en,0,0,1,0,6,4,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_017,event_01047,scenario_04188,synthetic_source_a,session_12,group_04188,family_fire_06,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04189,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was after dark in the outer road; the gate is locked.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was after dark in the outer road; the gate is locked.,en,0,1,0,0,15,1,LOW,"[""the incident ended and everyone is safe""]",resolved,third_party_local,"[""entrapment context""]",[],false,synthetic_proposed,author_018,event_01047,scenario_04189,synthetic_source_a,session_13,group_04189,family_storm_07,,,unreviewed,synthetic data; not human verified,train,,,
PV4_04190,This happened before at behind the school: the storm last month damaged the roof. It was overnight in the outer road; the gate is locked.,this happened before at behind the school: the storm last month damaged the roof. it was overnight in the outer road; the gate is locked.,en,0,0,0,0,11,2,LOW,"[""the storm last month damaged the roof""]",historical,household,[],[],false,synthetic_proposed,author_019,event_01047,scenario_04190,synthetic_source_a,session_14,group_04190,family_road_08,,,unreviewed,synthetic data; not human verified,train,,,
