example_id,message,normalized_message,language,injured,trapped,fire,medical_emergency,people_affected,urgency,detailed_annotation_label,operational_outcome,temporal_status,perspective,evidence_spans,ambiguity_reason,provenance,author_id,event_id,scenario_id,source_id,collection_session_id,paraphrase_group_id,template_family_id,annotator_id,second_reviewer_id,adjudication_status,review_reason,split,minimal_pair_id,minimal_pair_role,minimal_pair_changed_fact,missing_information_flags
RV3_01074,"Our group is at in our neighborhood, where one person has severe bleeding and is becoming weak. It was while we waited in the second block; a vehicle is blocking access. No one here can handle it alone.","our group is at in our neighborhood, where one person has severe bleeding and is becoming weak. it was while we waited in the second block; a vehicle is blocking access. no one here can handle it alone.",en,1,0,0,1,18,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""one person has severe bleeding and is becoming weak""]",,synthetic_proposed,author_007,event_00268,scenario_01074,synthetic_source_a,session_01,group_01074,family_road_03,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01075,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was before dawn in the second block; the nearest safe area is marked.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was before dawn in the second block; the nearest safe area is marked.,en,0,0,1,0,13,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,household,"[""the fire was contained and no one needs help""]",,synthetic_proposed,author_008,event_00268,scenario_01075,synthetic_source_a,session_02,group_01075,family_water_04,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01076,pls note that smoke is near several homes but residents have a clear way out at behind the school. It was early this morning in the second block; the nearest safe area is marked. We need responders.,pls note that smoke is near several homes but residents have a clear way out at behind the school. it was early this morning in the second block; the nearest safe area is marked. we need responders.,en,0,0,1,0,1,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""smoke is near several homes but residents have a clear way out""]",,synthetic_proposed,author_009,event_00269,scenario_01076,synthetic_source_a,session_03,group_01076,family_missing_05,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_01077,Our update from on the east road is that water is rising around homes and people can still reach the road. It was during the morning in the second block; the nearest safe area is marked. Can anyone check this?,our update from on the east road is that water is rising around homes and people can still reach the road. it was during the morning in the second block; the nearest safe area is marked. can anyone check this?,en,0,0,0,0,12,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_010,event_00269,scenario_01077,synthetic_source_a,session_04,group_01077,family_crowd_06,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01078,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the second block; the nearest safe area is marked. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the second block; the nearest safe area is marked. no one here can handle it alone.,en,0,0,1,0,2,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_011,event_00269,scenario_01078,synthetic_source_a,session_05,group_01078,family_fire_07,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01079,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was after dark in the second block; the nearest safe area is marked.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was after dark in the second block; the nearest safe area is marked.,en,0,1,0,0,8,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,third_party_local,"[""the incident ended and everyone is safe""]",,synthetic_proposed,author_012,event_00269,scenario_01079,synthetic_source_a,session_06,group_01079,family_storm_08,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01080,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the second block; the nearest safe area is marked. Please send assistnce.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the second block; the nearest safe area is marked. please send assistnce.,en,0,1,0,0,10,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_013,event_00270,scenario_01080,synthetic_source_a,session_07,group_01080,family_crowd_09,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01081,Can someone respond to in our neighborhood? We have one person has severe bleeding and is becoming weak. It was during school hours in the second block; the nearest safe area is marked. I do not know what to do.,can someone respond to in our neighborhood? we have one person has severe bleeding and is becoming weak. it was during school hours in the second block; the nearest safe area is marked. i do not know what to do.,en,1,0,1,1,17,5,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""one person has severe bleeding and is becoming weak""]",,synthetic_proposed,author_014,event_00270,scenario_01081,synthetic_source_a,session_08,group_01081,family_fire_10,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01082,The situation at behind the school is smoke is near several homes but residents have a clear way out. It was after the power returned in the second block; the nearest safe area is marked. No one here can handle it alone.,the situation at behind the school is smoke is near several homes but residents have a clear way out. it was after the power returned in the second block; the nearest safe area is marked. no one here can handle it alone.,en,0,0,1,0,1,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""smoke is near several homes but residents have a clear way out""]",,synthetic_proposed,author_015,event_00270,scenario_01082,synthetic_source_a,session_09,group_01082,family_collapse_11,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01083,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the second block; the nearest safe area is marked. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the second block; the nearest safe area is marked. please send assistance.,en,0,0,0,0,8,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_016,event_00270,scenario_01083,synthetic_source_a,session_10,group_01083,family_storm_12,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01084,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the second block; the nearest safe area is marked. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the second block; the nearest safe area is marked. i do not know what to do.,en,0,0,0,0,6,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_017,event_00271,scenario_01084,synthetic_source_a,session_11,group_01084,family_missing_13,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01085,"Please record this location, outside the clinic, and this fact: someone is down near the old bridge. It was during the road closure in the second block; the nearest safe area is marked. Please advise when you can.","please record this location, outside the clinic, and this fact: someone is down near the old bridge. it was during the road closure in the second block; the nearest safe area is marked. please advise when you can.",en,0,0,0,0,2,3,AMBIGUOUS_REVIEW,REVIEW,current,first_person,"[""someone is down near the old bridge""]",condition; time,synthetic_proposed,author_018,event_00271,scenario_01085,synthetic_source_a,session_12,group_01085,family_crowd_14,,,unreviewed,synthetic data; not human verified,test,,,,"[""condition"", ""time""]"
RV3_01086,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was before dawn in the second block; we can hear responders.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was before dawn in the second block; we can hear responders.,en,0,1,0,0,13,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,third_party_local,"[""the incident ended and everyone is safe""]",,synthetic_proposed,author_019,event_00271,scenario_01086,synthetic_source_a,session_13,group_01086,family_flood_15,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01087,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was after dark in the second block; we can hear responders.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was after dark in the second block; we can hear responders.,en,0,0,1,0,8,4,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,household,"[""the fire was contained and no one needs help""]",,synthetic_proposed,author_020,event_00271,scenario_01087,synthetic_source_a,session_14,group_01087,family_crowd_16,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01088,"Our group is at by the river, where water is rising and we cannot get out of the upper floor. It was at shift change in the second block; we can hear responders. No one here can handle it alone.","our group is at by the river, where water is rising and we cannot get out of the upper floor. it was at shift change in the second block; we can hear responders. no one here can handle it alone.",en,0,1,1,0,17,5,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising and we cannot get out of the upper floor""]",,synthetic_proposed,author_021,event_00272,scenario_01088,synthetic_source_a,session_15,group_01088,family_fire_00,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01089,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the second block; we can hear responders. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the second block; we can hear responders. can anyone check this?,en,0,1,0,0,1,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_022,event_00272,scenario_01089,synthetic_source_a,session_16,group_01089,family_flood_01,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01090,"Our group is at in our neighborhood, where one person has severe bleeding and is becoming weak. It was while we waited in the second block; we can hear responders. No one here can handle it alone.","our group is at in our neighborhood, where one person has severe bleeding and is becoming weak. it was while we waited in the second block; we can hear responders. no one here can handle it alone.",en,1,0,0,1,18,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""one person has severe bleeding and is becoming weak""]",,synthetic_proposed,author_023,event_00272,scenario_01090,synthetic_source_a,session_17,group_01090,family_collapse_02,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_01091,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was before dawn in the second block; the condition is not confirmed.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was before dawn in the second block; the condition is not confirmed.,en,0,0,1,0,16,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,third_party_local,"[""the fire was contained and no one needs help""]",,synthetic_proposed,author_024,event_00272,scenario_01091,synthetic_source_a,session_18,group_01091,family_storm_03,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01092,Our update from on the east road is that water is rising around homes and people can still reach the road. It was during the morning in the second block; the condition is not confirmed. Can anyone check this?,our update from on the east road is that water is rising around homes and people can still reach the road. it was during the morning in the second block; the condition is not confirmed. can anyone check this?,en,0,0,0,0,11,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_025,event_00273,scenario_01092,synthetic_source_a,session_19,group_01092,family_water_04,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01093,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the second block; the condition is not confirmed. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the second block; the condition is not confirmed. no one here can handle it alone.,en,0,0,0,0,12,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_026,event_00273,scenario_01093,synthetic_source_a,session_20,group_01093,family_utility_05,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01094,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was after dark in the second block; the condition is not confirmed.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was after dark in the second block; the condition is not confirmed.,en,0,1,0,1,8,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,household,"[""the incident ended and everyone is safe""]",,synthetic_proposed,author_027,event_00273,scenario_01094,synthetic_source_a,session_21,group_01094,family_medical_06,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01095,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the second block; the condition is not confirmed. Please send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the second block; the condition is not confirmed. please send assistance.,en,0,1,0,0,10,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_028,event_00273,scenario_01095,synthetic_source_a,session_22,group_01095,family_water_07,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01096,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the second block; the condition is not confirmed. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the second block; the condition is not confirmed. i do not know what to do.,en,0,0,0,0,8,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_029,event_00274,scenario_01096,synthetic_source_a,session_23,group_01096,family_road_08,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01097,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was before dawn in the second block; people are moving slowly.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was before dawn in the second block; people are moving slowly.,en,0,1,0,0,8,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,first_person,"[""the incident ended and everyone is safe""]",,synthetic_proposed,author_030,event_00274,scenario_01097,synthetic_source_a,session_24,group_01097,family_crowd_09,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01098,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was after dark in the second block; people are moving slowly.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was after dark in the second block; people are moving slowly.,en,0,0,1,0,15,4,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,household,"[""the fire was contained and no one needs help""]",,synthetic_proposed,author_031,event_00274,scenario_01098,synthetic_source_a,session_25,group_01098,family_water_10,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01099,A resident near behind the school says smoke is near several homes but residents have a clear way out. It was overnight in the second block; people are moving slowly. I do not know what to do.,a resident near behind the school says smoke is near several homes but residents have a clear way out. it was overnight in the second block; people are moving slowly. i do not know what to do.,en,0,0,1,0,5,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""smoke is near several homes but residents have a clear way out""]",,synthetic_proposed,author_032,event_00274,scenario_01099,synthetic_source_a,session_26,group_01099,family_missing_11,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01100,I am reporting this from at the apartment block: the road is blocked by branches but nobody is hurt. It was before the rain in the second block; people are moving slowly. Please send assistance.,i am reporting this from at the apartment block: the road is blocked by branches but nobody is hurt. it was before the rain in the second block; people are moving slowly. please send assistance.,en,0,0,0,0,7,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""the road is blocked by branches but nobody is hurt""]",,synthetic_proposed,author_033,event_00275,scenario_01100,synthetic_source_a,session_27,group_01100,family_flood_12,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01101,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the second block; the area is unfamiliar. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the second block; the area is unfamiliar. no one here can handle it alone.,en,0,0,0,0,5,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_034,event_00275,scenario_01101,synthetic_source_a,session_28,group_01101,family_missing_13,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01102,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the second block; the area is unfamiliar. Please send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the second block; the area is unfamiliar. please send assistance.,en,0,1,0,0,6,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_035,event_00275,scenario_01102,synthetic_source_a,session_00,group_01102,family_storm_14,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01103,The local channel says the local channel reports a fire downtown at by the river. It was around noon in the second block; the gate is locked.,the local channel says the local channel reports a fire downtown at by the river. it was around noon in the second block; the gate is locked.,en,0,0,0,0,4,2,NEWS_OR_THIRD_PARTY_REPORT,NOT_RELEVANT,current,news_report,"[""the local channel reports a fire downtown""]",,synthetic_proposed,author_036,event_00275,scenario_01103,synthetic_source_a,session_01,group_01103,family_utility_15,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01104,Our update from outside the clinic is that someone is down near the old bridge. It was while traffic was light in the second block; the gate is locked. Can anyone check this?,our update from outside the clinic is that someone is down near the old bridge. it was while traffic was light in the second block; the gate is locked. can anyone check this?,en,0,0,0,0,5,5,AMBIGUOUS_REVIEW,REVIEW,current,third_party_local,"[""someone is down near the old bridge""]",condition; time,synthetic_proposed,author_037,event_00276,scenario_01104,synthetic_source_a,session_02,group_01104,family_flood_16,,,unreviewed,synthetic data; not human verified,train,,,,"[""condition"", ""time""]"
RV3_01105,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the second block; the gate is locked. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the second block; the gate is locked. can anyone check this?,en,0,1,0,0,16,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_038,event_00276,scenario_01105,synthetic_source_a,session_03,group_01105,family_water_00,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_01106,"pls record this location, outside the clinic, and this fact: one person has a small injury and can walk. It was during the road closure in the second block; the gate is locked. pls advise when you can.","pls record this location, outside the clinic, and this fact: one person has a small injury and can walk. it was during the road closure in the second block; the gate is locked. pls advise when you can.",en,1,0,0,0,12,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""one person has a small injury and can walk""]",,synthetic_proposed,author_039,event_00276,scenario_01106,synthetic_source_a,session_04,group_01106,family_crowd_01,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01107,Our update from on the east road is that water is rising around homes and people can still reach the road. It was during the morning in the second block; the radio is intermittent. Can anyone check this?,our update from on the east road is that water is rising around homes and people can still reach the road. it was during the morning in the second block; the radio is intermittent. can anyone check this?,en,0,0,0,1,3,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_040,event_00276,scenario_01107,synthetic_source_a,session_05,group_01107,family_medical_02,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01108,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the second block; the radio is intermittent. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the second block; the radio is intermittent. no one here can handle it alone.,en,0,0,0,0,4,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_041,event_00277,scenario_01108,synthetic_source_a,session_06,group_01108,family_road_03,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01109,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the second block; the radio is intermittent. Please send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the second block; the radio is intermittent. please send assistance.,en,0,1,0,1,2,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_042,event_00277,scenario_01109,synthetic_source_a,session_07,group_01109,family_medical_04,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01110,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the second block; the radio is intermittent. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the second block; the radio is intermittent. i do not know what to do.,en,0,0,1,0,3,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_043,event_00277,scenario_01110,synthetic_source_a,session_08,group_01110,family_fire_05,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01111,A resident near behind the school says smoke is near several homes but residents have a clear way out. It was overnight in the second block; the map is outdated. I do not know what to do.,a resident near behind the school says smoke is near several homes but residents have a clear way out. it was overnight in the second block; the map is outdated. i do not know what to do.,en,0,0,1,0,15,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""smoke is near several homes but residents have a clear way out""]",,synthetic_proposed,author_044,event_00277,scenario_01111,synthetic_source_a,session_09,group_01111,family_collapse_06,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01112,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the second block; the map is outdated. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the second block; the map is outdated. please advise when you can.",en,0,0,0,0,8,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_045,event_00278,scenario_01112,synthetic_source_a,session_10,group_01112,family_storm_07,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01113,"Please record this location, outside the clinic, and this fact: one person has a small injury and can walk. It was during the road closure in the second block; the map is outdated. Please advise when you can.","please record this location, outside the clinic, and this fact: one person has a small injury and can walk. it was during the road closure in the second block; the map is outdated. please advise when you can.",en,1,0,0,0,2,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""one person has a small injury and can walk""]",,synthetic_proposed,author_046,event_00278,scenario_01113,synthetic_source_a,session_11,group_01113,family_water_08,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01114,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was before dawn in the second block; the bridge is being checked.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was before dawn in the second block; the bridge is being checked.,en,0,1,0,1,2,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,household,"[""the incident ended and everyone is safe""]",,synthetic_proposed,author_047,event_00278,scenario_01114,synthetic_source_a,session_12,group_01114,family_medical_09,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01115,This happened before at behind the school: the storm last month damaged the roof. It was early this morning in the second block; the bridge is being checked.,this happened before at behind the school: the storm last month damaged the roof. it was early this morning in the second block; the bridge is being checked.,en,0,0,0,0,8,2,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,historical,first_person,"[""the storm last month damaged the roof""]",,synthetic_proposed,author_048,event_00278,scenario_01115,synthetic_source_a,session_13,group_01115,family_collapse_10,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01116,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was during the morning in the second block; the bridge is being checked.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was during the morning in the second block; the bridge is being checked.",en,0,1,0,0,1,2,DRILL_HYPOTHETICAL_OR_FICTIONAL,NOT_RELEVANT,future,first_person,"[""the exercise asks us to imagine a rescue""]",,synthetic_proposed,author_049,event_00279,scenario_01116,synthetic_source_a,session_14,group_01116,family_storm_11,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01117,The situation at near the station is a person is trapped inside and smoke is filling the room. It was in the afternoon in the second block; the bridge is being checked. No one here can handle it alone.,the situation at near the station is a person is trapped inside and smoke is filling the room. it was in the afternoon in the second block; the bridge is being checked. no one here can handle it alone.,en,0,1,1,0,8,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""a person is trapped inside and smoke is filling the room""]",,synthetic_proposed,author_050,event_00279,scenario_01117,synthetic_source_a,session_15,group_01117,family_missing_12,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01118,We are calling about outside the clinic; one person has a small injury and can walk. It was near sunset in the second block; the bridge is being checked. Please send assistance.,we are calling about outside the clinic; one person has a small injury and can walk. it was near sunset in the second block; the bridge is being checked. please send assistance.,en,1,0,0,0,17,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""one person has a small injury and can walk""]",,synthetic_proposed,author_051,event_00279,scenario_01118,synthetic_source_a,session_16,group_01118,family_crowd_13,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01119,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was after dark in the second block; the bridge is being checked.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was after dark in the second block; the bridge is being checked.,en,0,0,1,0,15,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,first_person,"[""the fire was contained and no one needs help""]",,synthetic_proposed,author_052,event_00279,scenario_01119,synthetic_source_a,session_17,group_01119,family_flood_14,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_01120,A resident near behind the school says smoke is near several homes but residents have a clear way out. It was overnight in the second block; the bridge is being checked. I do not know what to do.,a resident near behind the school says smoke is near several homes but residents have a clear way out. it was overnight in the second block; the bridge is being checked. i do not know what to do.,en,0,0,1,0,7,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""smoke is near several homes but residents have a clear way out""]",,synthetic_proposed,author_053,event_00280,scenario_01120,synthetic_source_a,session_18,group_01120,family_fire_15,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_01121,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the second block; the bridge is being checked. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the second block; the bridge is being checked. please advise when you can.",en,0,0,0,1,3,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_054,event_00280,scenario_01121,synthetic_source_a,session_19,group_01121,family_medical_16,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_01122,"Our group is at by the river, where water is rising and we cannot get out of the upper floor. It was at shift change in the second block; the bridge is being checked. No one here can handle it alone.","our group is at by the river, where water is rising and we cannot get out of the upper floor. it was at shift change in the second block; the bridge is being checked. no one here can handle it alone.",en,0,1,0,0,14,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""water is rising and we cannot get out of the upper floor""]",,synthetic_proposed,author_055,event_00280,scenario_01122,synthetic_source_a,session_20,group_01122,family_collapse_00,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_01123,I am reporting this from at the apartment block: the road is blocked by branches but nobody is hurt. It was before the rain in the second block; the bridge is being checked. Please send assistance.,i am reporting this from at the apartment block: the road is blocked by branches but nobody is hurt. it was before the rain in the second block; the bridge is being checked. please send assistance.,en,0,0,0,0,5,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""the road is blocked by branches but nobody is hurt""]",,synthetic_proposed,author_056,event_00280,scenario_01123,synthetic_source_a,session_21,group_01123,family_storm_01,,,unreviewed,synthetic data; not human verified,train,,,,[]
