id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,urgency,scenario_family,event_id,source_type,annotation_reason,language,split
rpv3-02574,Dispatch note: Transportation report: A blocked route is affecting many residents and responders should provide urgent assistance. along the main road.,HIGH,transportation,0,0,0,0,30,1,route,v3_transportation_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,validation
rpv3-00814,Please help: Hurricane report: People are trapped and cannot escape; immediate rescue is required. in the north district. Send the appropriate team.,CRITICAL,hurricane,1,1,0,0,5,2,trapped,v3_hurricane_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-00364,Dispatch note: Flood report: A small incident is contained; everyone is accounted for and safe. near the school. No other details are available.,LOW,flood,0,0,1,0,2,4,contained,v3_flood_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-02004,Please help: Industrial report: People are trapped and cannot escape; immediate rescue is required. in the north district. No other details are available.,CRITICAL,industrial,1,1,0,0,5,3,trapped,v3_industrial_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-03242,Please help: Societal report: A structure has collapsed around residents; responders must start a rescue immediately. in the north district.,CRITICAL,societal,1,1,0,0,8,1,collapse,v3_societal_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-01647,Tornado report: A structure has collapsed around residents; responders must start a rescue immediately. along the main road. Please advise.,CRITICAL,tornado,1,1,0,0,8,5,collapse,v3_tornado_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-02134,Caller reports: Industrial report: A serious but stable injury requires prompt treatment; the person is conscious. in the north district. Send the appropriate team.,HIGH,industrial,1,0,0,1,1,3,injury,v3_industrial_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-00923,"Caller reports: At this location, hurricane report: A serious but stable injury needs prompt treatment; the person is conscious. in the north district. This is the latest update.",HIGH,hurricane,1,0,0,1,1,2,injury,v3_hurricane_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03949,"Field update: At this location, other report: The preparedness drill finished normally and this is not an active emergency. in the north district.",LOW,other,0,0,0,0,0,2,drill,v3_other_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-00703,"Field update: At this location, earthquake report: The area is safe and no one needs assistance at this location. along the main road. No other details are available.",LOW,earthquake,0,0,0,0,0,3,safe,v3_earthquake_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,test
rpv3-03720,Other report: Damage has made several homes unsafe and families need urgent evacuation support. along the main road. This is the latest update.,HIGH,other,0,0,0,0,18,1,evacuation,v3_other_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-01376,Dispatch note: Wildfire report: A blocked route is affecting many residents and responders should provide urgent assistance. by the river. Send the appropriate team.,HIGH,wildfire,0,0,0,0,30,2,route,v3_wildfire_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-02122,Dispatch note: Industrial report: A serious but stable injury requires prompt treatment; the person is conscious. near the market. This is the latest update.,HIGH,industrial,1,0,0,1,1,2,injury,v3_industrial_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-01145,Field update: Hurricane report: The preparedness drill finished normally and this is not an active emergency. at the apartment block.,LOW,hurricane,0,0,0,0,0,2,drill,v3_hurricane_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-02436,Transportation report: A person is unconscious with severe injuries and needs emergency medical help now. along the main road. Please advise.,CRITICAL,transportation,1,0,0,1,1,2,medical,v3_transportation_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-01884,Resident says: Tornado report: A local outage is affecting residents who need routine community support. at the apartment block. This is the latest update.,MEDIUM,tornado,0,0,0,0,20,1,power,v3_tornado_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,validation
rpv3-02127,Field update: Industrial report: A serious but stable injury needs prompt treatment; the person is conscious. in the north district. This is the latest update.,HIGH,industrial,1,0,0,1,1,5,injury,v3_industrial_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-00751,Dispatch note: Earthquake report: The preparedness drill finished normally and this is not an active emergency. at the apartment block. No other details are available.,LOW,earthquake,0,0,0,0,0,3,drill,v3_earthquake_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,validation
rpv3-03218,"Field update: At this location, societal report: People are trapped and cannot escape; immediate rescue is required. at the apartment block. Please advise.",CRITICAL,societal,1,1,0,0,5,5,trapped,v3_societal_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-02706,"Caller reports: At this location, transportation report: The area is safe and no one needs assistance at this location. at the apartment block.",LOW,transportation,0,0,0,0,0,1,safe,v3_transportation_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-03848,Resident says: Other report: Debris is blocking a local road and a maintenance response is needed. along the main road.,MEDIUM,other,0,0,0,0,4,4,road,v3_other_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,train
rpv3-02045,Caller reports: Industrial report: A structure has collapsed around residents; responders must start a rescue immediately. near the school. Send the appropriate team.,CRITICAL,industrial,1,1,0,0,8,4,collapse,v3_industrial_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-03482,Societal report: A local outage is affecting residents who need routine community support. near the market. Send the appropriate team.,MEDIUM,societal,0,0,0,0,20,4,power,v3_societal_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-01147,Field update: Hurricane report: The preparedness drill finished normally and this is not an active emergency. near the market. Please advise.,LOW,hurricane,0,0,0,0,0,1,drill,v3_hurricane_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-00132,"Dispatch note: At this location, flood report: A serious but stable injury needs prompt treatment; the person is conscious. at the apartment block. Please advise.",HIGH,flood,1,0,0,1,1,4,injury,v3_flood_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03367,Field update: Societal report: A blocked route is affecting many residents and responders should provide urgent assistance. along the main road. Send the appropriate team.,HIGH,societal,0,0,0,0,30,1,route,v3_societal_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-01176,Caller reports: Hurricane report: A small incident is contained; everyone is accounted for and safe. near the market. Please advise.,LOW,hurricane,0,0,1,0,2,4,contained,v3_hurricane_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-03838,"Caller reports: At this location, other report: Several people need water and supplies, but everyone is safe for now. along the main road. Please advise.",MEDIUM,other,0,0,0,0,15,1,supplies,v3_other_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-01067,Please help: Hurricane report: One person has a stable minor injury and can wait for non-urgent medical assistance. by the river. Please advise.,MEDIUM,hurricane,1,0,0,1,1,2,stable,v3_hurricane_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-02100,Please help: Industrial report: A child is missing in the disaster area and an urgent search and rescue is needed. along the main road. Send the appropriate team.,CRITICAL,industrial,0,0,0,0,1,4,missing,v3_industrial_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,validation
rpv3-00149,"At this location, flood report: Several households need urgent shelter after the incident, with no one trapped. near the market. This is the latest update.",HIGH,flood,0,0,0,0,24,5,shelter,v3_flood_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,validation
rpv3-03167,Biological report: A small incident is contained; everyone is accounted for and safe. in the north district.,LOW,biological,0,0,1,0,2,4,contained,v3_biological_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-02962,Biological report: A blocked route is affecting many residents and responders should provide urgent assistance. in the north district. Send the appropriate team.,HIGH,biological,0,0,0,0,30,1,route,v3_biological_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,test
rpv3-03571,Please help: Societal report: A small incident is contained; everyone is accounted for and safe. along the main road. Please advise.,LOW,societal,0,0,1,0,2,3,contained,v3_societal_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-01519,Please help: Wildfire report: The area is safe and no one needs assistance at this location. along the main road.,LOW,wildfire,0,0,0,0,0,5,safe,v3_wildfire_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-01556,Field update: Wildfire report: The preparedness drill finished normally and this is not an active emergency. near the school. No other details are available.,LOW,wildfire,0,0,0,0,0,4,drill,v3_wildfire_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,test
rpv3-00424,Resident says: Earthquake report: A person is unconscious with severe injuries and needs emergency medical help now. in the north district. This is the latest update.,CRITICAL,earthquake,1,0,0,1,1,5,medical,v3_earthquake_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-00390,Caller reports: Flood report: The forecast is being monitored from a safe place; no response is requested. near the school. This is the latest update.,LOW,flood,0,0,0,0,0,3,forecast,v3_flood_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-01102,Dispatch note: Hurricane report: The area is safe and no one requires assistance at this location. near the market. This is the latest update.,LOW,hurricane,0,0,0,0,0,5,safe,v3_hurricane_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-03018,"Field update: At this location, biological report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the school.",MEDIUM,biological,0,0,0,0,8,1,damage,v3_biological_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-01344,"Wildfire report: Several households need urgent shelter after the incident, with no one trapped. near the market. Please advise.",HIGH,wildfire,0,0,0,0,24,3,shelter,v3_wildfire_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-03595,"At this location, societal report: The forecast is being monitored from a safe place; no response is requested. along the main road. This is the latest update.",LOW,societal,0,0,0,0,0,1,forecast,v3_societal_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-02001,Caller reports: Industrial report: People are trapped and cannot escape; immediate rescue is required. at the apartment block. This is the latest update.,CRITICAL,industrial,1,1,0,0,5,2,trapped,v3_industrial_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-03015,"At this location, biological report: Moderate damage affects the area; residents need a welfare check and basic assistance. in the north district. Please advise.",MEDIUM,biological,0,0,0,0,8,5,damage,v3_biological_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-02231,"Caller reports: Industrial report: Several people need water and supplies, but everyone is safe for now. in the north district. Please advise.",MEDIUM,industrial,0,0,0,0,15,2,supplies,v3_industrial_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-01000,Field update: Hurricane report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school. Send the appropriate team.,HIGH,hurricane,0,0,1,0,12,4,hazard,v3_hurricane_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-02582,Transportation report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the market.,HIGH,transportation,0,0,1,0,12,2,hazard,v3_transportation_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-00783,"Dispatch note: At this location, earthquake report: The forecast is being monitored from a safe place; no response is requested. by the river. Please advise.",LOW,earthquake,0,0,0,0,0,1,forecast,v3_earthquake_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-00367,Resident says: Flood report: A small incident is contained; everyone is accounted for and safe. by the river. This is the latest update.,LOW,flood,0,0,1,0,2,1,contained,v3_flood_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-03106,"At this location, biological report: The area is safe and no one needs assistance at this location. along the main road. Send the appropriate team.",LOW,biological,0,0,0,0,0,4,safe,v3_biological_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-03975,"Dispatch note: At this location, other report: A small incident is contained; everyone is accounted for and safe. by the river. No other details are available.",LOW,other,0,0,1,0,2,2,contained,v3_other_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-01016,Field update: Hurricane report: Moderate damage affects the area; residents need a welfare check and basic assistance. in the north district. No other details are available.,MEDIUM,hurricane,0,0,0,0,8,1,damage,v3_hurricane_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-01610,Caller reports: Tornado report: People are trapped and cannot escape; immediate rescue is required. in the north district. This is the latest update.,CRITICAL,tornado,1,1,0,0,5,1,trapped,v3_tornado_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,test
rpv3-01846,"Please help: At this location, tornado report: Debris is blocking a local road and a maintenance response is needed. at the apartment block. This is the latest update.",MEDIUM,tornado,0,0,0,0,4,2,road,v3_tornado_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,test
rpv3-03578,"Caller reports: At this location, societal report: A small incident is contained; everyone is accounted for and safe. near the school. Send the appropriate team.",LOW,societal,0,0,1,0,2,1,contained,v3_societal_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-01250,Wildfire report: A structure has collapsed around residents; responders must start a rescue immediately. at the apartment block.,CRITICAL,wildfire,1,1,0,0,8,1,collapse,v3_wildfire_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,test
rpv3-03095,"Caller reports: At this location, biological report: A local outage is affecting residents who need routine community support. along the main road. This is the latest update.",MEDIUM,biological,0,0,0,0,20,4,power,v3_biological_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-00789,"Resident says: At this location, earthquake report: The forecast is being monitored from a safe place; no response is requested. near the school. This is the latest update.",LOW,earthquake,0,0,0,0,0,4,forecast,v3_earthquake_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-00152,"Field update: At this location, flood report: Several households need urgent shelter after the incident, with no one trapped. near the market. This is the latest update.",HIGH,flood,0,0,0,0,24,2,shelter,v3_flood_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,validation
rpv3-00749,"Field update: At this location, earthquake report: The preparedness drill finished normally and this is not an active emergency. near the market. No other details are available.",LOW,earthquake,0,0,0,0,0,4,drill,v3_earthquake_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,validation
rpv3-03466,"Dispatch note: At this location, societal report: One person has a stable minor injury and can wait for non-urgent medical assistance. along the main road. This is the latest update.",MEDIUM,societal,1,0,0,1,1,5,stable,v3_societal_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,test
rpv3-01053,Caller reports: Hurricane report: Debris is blocking a local road and a maintenance response is needed. near the school. This is the latest update.,MEDIUM,hurricane,0,0,0,0,4,2,road,v3_hurricane_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,train
rpv3-02749,"Caller reports: At this location, transportation report: The preparedness drill finished normally and this is not an active emergency. near the school. No other details are available.",LOW,transportation,0,0,0,0,0,5,drill,v3_transportation_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-01833,"Field update: Tornado report: Several people need water and supplies, but everyone is safe for now. near the market. Please advise.",MEDIUM,tornado,0,0,0,0,15,5,supplies,v3_tornado_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-01116,Field update: Hurricane report: The area is safe and no one needs assistance at this location. by the river.,LOW,hurricane,0,0,0,0,0,2,safe,v3_hurricane_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-02636,"Transportation report: Several people need water and supplies, but everyone is safe for now. along the main road. Please advise.",MEDIUM,transportation,0,0,0,0,15,5,supplies,v3_transportation_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-03688,Field update: Other report: A child is missing in the disaster area and an urgent search and rescue is needed. at the apartment block. Please advise.,CRITICAL,other,0,0,0,0,1,3,missing,v3_other_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,test
rpv3-03488,Please help: Societal report: A local outage is affecting residents who need routine community support. by the river. No other details are available.,MEDIUM,societal,0,0,0,0,20,4,power,v3_societal_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-02600,Dispatch note: Transportation report: An active hazard threatens the neighborhood and an evacuation team should respond soon. at the apartment block. Send the appropriate team.,HIGH,transportation,0,0,1,0,12,1,hazard,v3_transportation_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-02622,"Field update: Transportation report: Several people need water and supplies, but everyone is safe for now. near the school. Please advise.",MEDIUM,transportation,0,0,0,0,15,4,supplies,v3_transportation_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-00564,Resident says: Earthquake report: A blocked route is affecting many residents and responders should provide urgent assistance. along the main road. Send the appropriate team.,HIGH,earthquake,0,0,0,0,30,3,route,v3_earthquake_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-00214,Resident says: Flood report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the school. Send the appropriate team.,MEDIUM,flood,0,0,0,0,8,5,damage,v3_flood_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-03507,Resident says: Societal report: The area is safe and no one needs assistance at this location. near the school. Please advise.,LOW,societal,0,0,0,0,0,4,safe,v3_societal_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-01553,Please help: Wildfire report: The preparedness drill finished normally and this is not an active emergency. at the apartment block. Send the appropriate team.,LOW,wildfire,0,0,0,0,0,2,drill,v3_wildfire_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,test
rpv3-02081,Industrial report: A child is missing in the disaster area and an urgent search and rescue is needed. near the market. Please advise.,CRITICAL,industrial,0,0,0,0,1,4,missing,v3_industrial_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,validation
rpv3-03798,"At this location, other report: An active hazard threatens the neighborhood and an evacuation team should respond soon. in the north district. Please advise.",HIGH,other,0,0,1,0,12,4,hazard,v3_other_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,validation
rpv3-02272,"Dispatch note: At this location, industrial report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market. No other details are available.",MEDIUM,industrial,1,0,0,1,1,1,stable,v3_industrial_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-00837,Caller reports: Hurricane report: A person is unconscious with severe injuries and needs emergency medical help now. at the apartment block.,CRITICAL,hurricane,1,0,0,1,1,1,medical,v3_hurricane_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-00727,Resident says: Earthquake report: This is a news update about the disaster; there is no emergency here. by the river. This is the latest update.,LOW,earthquake,0,0,0,0,0,4,news,v3_earthquake_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-02912,"Resident says: At this location, biological report: Damage has made several homes unsafe and families need urgent evacuation support. near the market. No other details are available.",HIGH,biological,0,0,0,0,18,2,evacuation,v3_biological_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-02362,Industrial report: A small incident is contained; everyone is accounted for and safe. by the river.,LOW,industrial,0,0,1,0,2,3,contained,v3_industrial_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-01776,Resident says: Tornado report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market.,HIGH,tornado,0,0,0,0,30,3,route,v3_tornado_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-01716,Resident says: Tornado report: Damage has made several homes unsafe and families need urgent evacuation support. near the school. No other details are available.,HIGH,tornado,0,0,0,0,18,1,evacuation,v3_tornado_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-00272,"Field update: At this location, flood report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market. Send the appropriate team.",MEDIUM,flood,1,0,0,1,1,2,stable,v3_flood_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-00611,Field update: Earthquake report: Moderate damage affects the area; residents need a welfare check and basic assistance. along the main road. No other details are available.,MEDIUM,earthquake,0,0,0,0,8,5,damage,v3_earthquake_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-01026,"Caller reports: At this location, hurricane report: Several people need water and supplies, but everyone is safe for now. near the market. Send the appropriate team.",MEDIUM,hurricane,0,0,0,0,15,2,supplies,v3_hurricane_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-02339,Resident says: Industrial report: This is a news update about the disaster; there is no emergency here. at the apartment block. No other details are available.,LOW,industrial,0,0,0,0,0,4,news,v3_industrial_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-02248,Field update: Industrial report: Debris is blocking a local road and a maintenance response is needed. near the market. No other details are available.,MEDIUM,industrial,0,0,0,0,4,1,road,v3_industrial_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,validation
rpv3-03468,Resident says: Societal report: One person has a stable minor injury and can wait for non-urgent medical assistance. by the river. Please advise.,MEDIUM,societal,1,0,0,1,1,1,stable,v3_societal_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,test
rpv3-01425,"Dispatch note: Wildfire report: Several people need water and supplies, but everyone is safe for now. in the north district.",MEDIUM,wildfire,0,0,0,0,15,4,supplies,v3_wildfire_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-01973,Tornado report: A small incident is contained; everyone is accounted for and safe. near the market. Please advise.,LOW,tornado,0,0,1,0,2,5,contained,v3_tornado_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,test
rpv3-01832,"Resident says: At this location, tornado report: Several people need water and supplies, but everyone is safe for now. near the school. No other details are available.",MEDIUM,tornado,0,0,0,0,15,3,supplies,v3_tornado_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-03916,Caller reports: Other report: The area is safe and no one needs assistance at this location. near the school. Please advise.,LOW,other,0,0,0,0,0,5,safe,v3_other_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,validation
rpv3-03082,Resident says: Biological report: A local outage is affecting residents who need routine community support. in the north district. This is the latest update.,MEDIUM,biological,0,0,0,0,20,1,power,v3_biological_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-02971,Biological report: A blocked route is affecting many residents and responders should provide urgent assistance. along the main road. Send the appropriate team.,HIGH,biological,0,0,0,0,30,2,route,v3_biological_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,test
rpv3-02976,Please help: Biological report: A blocked route is affecting many residents and responders should provide urgent assistance. in the north district. This is the latest update.,HIGH,biological,0,0,0,0,30,3,route,v3_biological_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,test
rpv3-03802,Resident says: Other report: Moderate damage affects the area; residents need a welfare check and basic assistance. along the main road. No other details are available.,MEDIUM,other,0,0,0,0,8,1,damage,v3_other_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-02440,Transportation report: A person is unconscious with severe injuries and requires emergency medical help now. near the market. This is the latest update.,CRITICAL,transportation,1,0,0,1,1,5,medical,v3_transportation_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-01127,Dispatch note: Hurricane report: This is a news update about the disaster; there is no emergency here. near the school. Please advise.,LOW,hurricane,0,0,0,0,0,1,news,v3_hurricane_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-03944,Other report: The preparedness drill finished normally and this is not an active emergency. at the apartment block. Please advise.,LOW,other,0,0,0,0,0,3,drill,v3_other_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-00991,Caller reports: Hurricane report: An active hazard threatens the neighborhood and an evacuation team should respond soon. by the river. No other details are available.,HIGH,hurricane,0,0,1,0,12,4,hazard,v3_hurricane_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-02187,Industrial report: An active hazard threatens the neighborhood and an evacuation team should respond soon. by the river. This is the latest update.,HIGH,industrial,0,0,1,0,12,3,hazard,v3_industrial_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,validation
rpv3-01394,Dispatch note: Wildfire report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school. No other details are available.,HIGH,wildfire,0,0,1,0,12,1,hazard,v3_wildfire_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-00376,Please help: Flood report: A small incident is contained; everyone is accounted for and safe. near the market. Please advise.,LOW,flood,0,0,1,0,2,4,contained,v3_flood_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-03893,Dispatch note: Other report: A local outage is affecting residents who need routine community support. by the river. Please advise.,MEDIUM,other,0,0,0,0,20,1,power,v3_other_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,validation
rpv3-00589,"Caller reports: At this location, earthquake report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school. Please advise.",HIGH,earthquake,0,0,1,0,12,3,hazard,v3_earthquake_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-01429,"Please help: At this location, wildfire report: Several people need water and supplies, but everyone is safe for now. near the market. Please advise.",MEDIUM,wildfire,0,0,0,0,15,5,supplies,v3_wildfire_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-03280,Dispatch note: Societal report: A fast-moving fire has people trapped inside and crews are needed without delay. near the market. This is the latest update.,CRITICAL,societal,0,1,1,0,6,4,fire,v3_societal_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
